review_title,review_content,review_lem,polarite,content_length,rating
Catastrophique A FUIR,"Chaise d’une valeur de 150 euros reçus abîmés au bout d’un mois, chaise renvoyé rapidement par mes soins, service client abonné absent, renvoi d’une nouvelle chaise au bout d’un mois ! Reçu abimés avec les même défauts du jamais vu Hallucinant, impossible de créer l’incident car déjà créer pour la première chaise. Je connais déjà votre réponse «  nous allons vous contacter en privé »Personne ne recontacte les clients en privé ni par téléphone ni par mails. Ce sont des messages automatique à nos réclamations. A fuir !","['catastrophique', 'fuir', 'chaise', 'valeur', 'euro', 'mer', 'bout', 'mois', 'chais', 'renvoyer', 'rapidement', 'soin', 'servic', 'client', 'abonner', 'absent', 'renvoi', 'nouveau', 'chaise', 'bout', 'mois', 'abimé', 'défaut', 'jamais', 'halluciner', 'impossible', 'créer', 'incident', 'car', 'déj', 'créer', 'premier', 'chaise', 'connai', 'déj', 'réponse', 'aller', 'contacter', 'priver', 'personne', 'recontact', 'client', 'priver', 'téléphoner', 'mail', 'message', 'automatique', 'réclamation', 'fuir']",0.5017857142857143,522,1
Très décevant - article incomplet et frais de livraison exhorbitants,"Commande passée le 14 janvier pour un tapis d’éveil et une arche pour enfant (15 euros de frais de livraison pour être livré deux semaines après!!) Il manque la visserie pour monter l’arche. Près d’un mois après, la visserie manquante n’est toujours pas livrée. Très décevant, passez votre chemin !","['décevant', 'article', 'incomplet', 'frais', 'livraison', 'exhorbitant', 'command', 'passer', 'janvier', 'tapis', 'éveil', 'arche', 'enfant', 'euro', 'frais', 'livraison', 'être', 'livrer', 'deux', 'semaine', 'après', 'manqu', 'visserie', 'monter', 'arch', 'près', 'mois', 'après', 'visserie', 'manquant', 'toujours', 'livrer', 'décevoir', 'passer', 'chemin']",0.52890625,298,1
Produit de mauvaise qualité,"Produit de mauvaise qualité. Le plastique au dessus de la lampe s’enlève, le mécanisme pour l’allumer ne fonctionne plus après seulement un mois. Je suis néanmoins très content des autres produits achetés sur sklum.","['mauvais', 'qualité', 'mauvais', 'qualité', 'plastique', 'dessus', 'lamp', 'enlever', 'mécanisme', 'allumer', 'fonctionner', 'après', 'seulement', 'mois', 'néanmoins', 'content', 'autre', 'produit', 'acheter']",0.5591666666666667,215,1
Une livraison hors du commun avec de la fiente de pigeon,Une livraison hors du commun : des cartons déchirés et remplis de fiente de pigeon. Du jamais vu.,"['livraison', 'hors', 'commun', 'fient', 'pigeon', 'livraison', 'hors', 'commun', 'carton', 'déchiré', 'remplir', 'fiente', 'pigeon', 'jamais']",0.4633333333333334,97,1
Commande sklum,"Bonjour,La commande n’a pas été livré à temps 15 jours à 3 semaines et une chaise avait un coup. Le service était injoignable et tout en anglais.","['command', 'bonjour', 'command', 'livrer', 'temps', 'jour', 'semaine', 'chaise', 'coup', 'service', 'injoignable', 'anglais']",0.5725,145,1
PAS DE SAV,"Des objets étaient cassés, j'ai réclamé mais n'ai jamais obtenu de réponse.","['sav', 'objet', 'casser', 'réclamer', 'jamais', 'obtenir', 'réponse']",0.3,75,1
Les délais d'attente sont vraiment trop…,"Les délais d'attente sont vraiment trop longs par rapport aux standards du marché. Service clients absent, chatbot qui ne donne pas les bonnes infos. J'ai voulu leur donner une deuxième chance, mais je regrette.","['délai', 'attente', 'vraiment', 'trop', 'délai', 'attente', 'vraiment', 'trop', 'long', 'rapport', 'standard', 'marché', 'service', 'client', 'absent', 'chatbot', 'donne', 'bon', 'info', 'vouloir', 'donner', 'deuxième', 'chance', 'regretter']",0.55375,211,1
"montage impossible, tromperie sur la marchandise","J'ai commandé un ensemble table+chaises de jardin. Le colis est arrivé dans les temps, mais il manquait des pièces pour monter la table. J'attends la réaction du SAV pour modifier, ou pas, mon avis.Par ailleurs, l'intitulé de la table indiquait qu'elle était en alu, or, seuls le cadre et les pieds sont en alu, le plateau est en plastique!J'ai bien peur que ce site soit une grosse arnaque !!!","['montage', 'impossible', 'tromperie', 'marchandis', 'commander', 'ensembl', 'jardin', 'colis', 'arriver', 'temps', 'manquer', 'pièce', 'monter', 'attend', 'réaction', 'sav', 'modifier', 'avis', 'ailleurs', 'intituler', 'indiquer', 'alu', 'seul', 'cadre', 'pied', 'alu', 'plateau', 'plastique', 'bien', 'peur', 'gros', 'arnaque']",0.5,394,1
6 articles endommagés,"Tous les produits sont arrivés endommagés, impossible de créer un incident pour les 6 tabourets, cela bloque. Franchement hyper déçue.","['article', 'endommager', 'tout', 'produit', 'arriver', 'endommager', 'impossible', 'créer', 'incident', 'tabouret', 'celer', 'bloqu', 'franchement', 'hyper']",0.352,134,1
Si je pouvais  mettre aucune étoile…,"Si je pouvais  mettre aucune étoile j’en mettrais !Je n’ai pas reçu les colis dans les délais, de plus aucun geste commercial à la hauteur de mes choix, De plus je reçois un mail après le délais que je dois recevoir ma commande pour m’informer que je vais recevoir en retard mes colis alors que j’ai anticiper pour les recevoir avant pour un élément prévu Aucun professionnalisme.","['pouvoir', 'mettre', 'aucun', 'étoile', 'pouvoir', 'mettre', 'aucun', 'étoile', 'mettrai', 'coli', 'déler', 'aucun', 'geste', 'commercial', 'hauteur', 'choix', 'ouïr', 'mail', 'après', 'délai', 'devoir', 'recevoir', 'commande', 'informer', 'aller', 'recevoir', 'retard', 'colis', 'alors', 'anticiper', 'recevoir', 'avant', 'élément', 'prévoir', 'aucun', 'professionnalisme']",0.553125,380,1
Suite à mon avis,"Suite à mon avis, vous deviez me recontacter en message privé. Voici la réponse reçue suite à mon avis laissé: « Bonjour Mathilde,Nous vous contactons au sujet de votre commentaire sur le site TRUSTPILOT concernant la commande QGPMTWTEE.Nous avons vérifié que vous avez demandé des produits annoncés comme indisponibles et vous souhaitiez modifier votre commande pour recevoir ce qui est disponible.Malheureusement, il n'est pas possible de vous offrir une remise car vous aviez toutes les informations sur le site web.​Cordialement, »Je précise bien évidemment que lorsque j’ai effectué ma commande pour la lampe et l’ampoule, elles étaient bien notées «en stock » et ce n’est que plus de 10 jours après la validation de la commande que finalement les articles n’étaient plus disponibles. Je me fiche d’avoir un geste commercial mais je trouve votre réponse vraiment irrespectueuse.","['suite', 'avis', 'suite', 'avis', 'devoir', 'recontacter', 'message', 'priver', 'voici', 'réponse', 'suite', 'avis', 'laisser', 'bonjour', 'mathilde', 'contacton', 'sujet', 'commentair', 'trustpilot', 'concerner', 'command', 'qgpmtwtee', 'vérifier', 'demander', 'produire', 'annoncer', 'comme', 'indisponible', 'souhaiter', 'modifier', 'commande', 'recevoir', 'disponible', 'malheureusement', 'possible', 'offrir', 'remettre', 'car', 'tout', 'information', 'web', 'cordialement', 'préciser', 'bien', 'évidemment', 'lorsque', 'effectuer', 'command', 'lamper', 'ampoule', 'lui', 'bien', 'noter', 'stock', 'jour', 'après', 'validation', 'command', 'finalement', 'article', 'disponible', 'fich', 'avoir', 'geste', 'commercial', 'trouver', 'réponse', 'vraiment', 'irrespectueux']",0.55,883,1
Arnaque à fuir,"Grosse arnaque sur ce site qui vous promette une remise de 15% dès 299euros mais une fois commandé, vous demande un supplément pour compenser cette commande. La personne au service client a admit leur erreur de ne pas afficher la mention légale de leur remise mais m'a dit que je pouvais entamer une procédure car ils s'en fichent.  A fuir absolument ! Je viens donc de lancer une procédure pour pratique commerciale trompeuse comme le prévoit la loi de l'article L121-1 du Code de la consommation,","['arnaqu', 'fuir', 'gros', 'arnaque', 'promette', 'remettre', 'dès', 'euro', 'foi', 'commander', 'demande', 'supplément', 'compenser', 'ce', 'command', 'personne', 'service', 'client', 'admit', 'erreur', 'afficher', 'mention', 'légal', 'remettre', 'dire', 'pouvoir', 'entamer', 'procédure', 'car', 'ficher', 'fuir', 'absolument', 'vien', 'donc', 'lancer', 'procédure', 'pratique', 'commercial', 'trompeur', 'comme', 'prévoit', 'loi', 'article', 'code', 'consommation']",0.52125,498,1
Je ne recommande pas ce site,"Je ne recommande pas ce site, qui grace a des astucieuse promotion fait croire que chaque produit’peut etre disponible rapidement chez vous. Le constat est simple : commande le 15/12/2023. Livraison prevu le fin janvier. Quelque jours avant la fameuse date de livraison, report de livraison au 10/02/2024. Bref, je me dis qu’avec Noel, c’etait compliqué d’assuré. Ce jour, le 07/02/2024, soit 3 jours avant la date de livraison, mail informant d’un delai de livraison prevu le 26/02… Alors je veux bien attendre, mais faire des annonces de promotions sur une site qui n’est deja pas en capacité d’assuré des commandes, nous sommes pas loin de l’arnaque et du mensonge… Bref, je saisis un association de consommateurs 08/02 et je prendrais contact avec le service client le meme jour","['recommander', 'recommander', 'grac', 'astucieux', 'promotion', 'faire', 'croire', 'chaque', 'pouvoir', 'etre', 'disponible', 'rapidement', 'chez', 'constat', 'simple', 'command', 'livraison', 'prevu', 'fin', 'janvier', 'quelque', 'jour', 'avant', 'fameux', 'date', 'livraison', 'report', 'livraison', 'bref', 'dire', 'noel', 'eter', 'compliquer', 'assurer', 'jour', 'jour', 'avant', 'date', 'livraison', 'mail', 'informer', 'deler', 'livraison', 'prevu', 'alors', 'veux', 'bien', 'attendre', 'faire', 'annonce', 'promotion', 'dejer', 'capacité', 'assurer', 'commande', 'loin', 'arnaqu', 'mensong', 'bref', 'saisir', 'association', 'consommateur', 'prendrai', 'contact', 'servic', 'client', 'mem', 'jour']",0.5273076923076923,782,1
Livraison beaucoup trop longue 10 jours…,Livraison beaucoup trop longue 10 jours à attendre et aucune information sur mon jour de livraison j ai dû leur envoyer un mail pour savoir ce qui se passait et à ce moment là ils m ont donné mon jour de livraison J ai passé 3 jours à attendre ma livraison car sur leur site rien n est fiable dans le suivie du colis,"['livraison', 'beaucoup', 'trop', 'long', 'jour', 'livraison', 'beaucoup', 'trop', 'long', 'jour', 'attendre', 'aucun', 'information', 'jour', 'livraison', 'envoyer', 'mail', 'savoir', 'passer', 'moment', 'donner', 'jour', 'livraison', 'passer', 'jour', 'attendre', 'livraison', 'car', 'rien', 'fiable', 'suivie', 'colis']",0.45,316,1
Très déçu du temps d attente pour la…,"Très déçu du temps d attente pour la livraison des chaises qui ont été commandées le 18 novembre 2023, sans aucun gestes de votre part. Alors que vous avez été payé aussitôt et que vous avez encaissé l’argent sans problème. Un petit geste de votre part aurait été le bienvenu. Livraison faite le 7 février 2024 sinon très belle chaises. Cordialement","['temps', 'attente', 'temps', 'attente', 'livraison', 'commander', 'novembre', 'sans', 'aucun', 'geste', 'part', 'alors', 'payer', 'aussit', 'encaisser', 'argent', 'sans', 'problème', 'petit', 'gest', 'part', 'bienvenu', 'livraison', 'faite', 'février', 'sinon', 'bel', 'cordialement']",0.5287499999999999,349,1
UN TERRIBLE SERVICE CLIENT & DES PRODUITS DEFECTUEUX,"UN TERRIBLE SERVICE CLIENT & DES PRODUITS DEFECTUEUXNous avons acheté une table (Quëbi) le 3 novembre 2023.La table est arrivée avec un défaut sur le système de rallonge et est donc non utilisable. Nous avons dû attendre 3 MOIS afin de finalement recevoir la nouvelle table. Pour cela nous avons dû appeler à maintes et maintes reprises le service client qui n'est d'AUCUNE AIDE : 2x la même ERREUR sur le transporteur (nous avons payé pour une livraison à domicile mais ils contactent systématiquement le service de transport qui ne monte pas à l'étage), MENSONGES sur le process et les délais (on nous dit que leur process est d'attendre de recevoir la table en entrepôt avant d'en renvoyer une, on nous dit ensuite au bout de 2 mois qu'avec les délais on nous fait partir une table en priorité mais ça n'a jamais été le cas car la fois d'après on nous confirme qu'il est impossible de déroger au process) etc... Tout ça pour recevoir une table avec EXACTEMENT LE MÊME PROBLEME (c'est à se demander s'ils en ont renvoyé une nouvelle, auquel cas il semblerait que ça doit un défaut récurrent, ou si on nous a tout simplement renvoyé la même planche!!)A nouveau, le service client est INEFFICACE au possible, nous indiquant ne rien pouvoir faire de plus que d'attendre de recevoir la table pour nous en renvoyer une ou nous rembourser : impossible de nous transmettre à une ou une responsable, aucun geste commercial (ah si à un certain moment on nous a proposé ""10% sur notre prochaine commande"" - quel culot !), on nous a même RACCROCHE AU NEZ.Ah et ils se sont trompés une 3e fois de transporteur, quelle honte.Nous allons apparemment devoir attendre 3 mois de plus pour récupérer nos 850€.Nous avons tout essayé, appels, emails, ouverture d'incidents sur le site et nous n'obtenons RIEN.La situation est juste INADMISSIBLE et il semblerait que cela soit habituel pour cette entreprise.________Mise à jour 2 semaines plus tardConcernant mon renvoi : le meuble a été récupéré par la société de transport la semaine dernière, j'ai appelé le service client aujourd'hui (toujours aussi désagréable) qui n'a pu me donner aucune information quant au délai pour qu'ils récupèrent la table ni mon remboursement.P.S. : le transporteur s'est a nouveau présenté chez moi ce matin pour récupérer le meuble (cela montre à quel point leur organisation est terrible)Voici la réponse reçu de sklum aujourd'hui (à savoir comment ils gèrent mon incident et ma reclamation), c'est juste HALLUCINANT (dossier non consulté, aucune vraie solution apportée et aucune compensation proposée) :""Bonjour,Nous vous contactons au sujet de votre avis sur le site TRUSTPILOT.Nous vous informons que nous avons traité votre réclamation 3879429 et demandé l'enlèvement du produit. Une fois celui-ci réceptionné, nous vous informerons de l'avancement de la procédure par mail.Cordialement,""","['terrible', 'service', 'client', 'produire', 'defectueux', 'terrible', 'service', 'client', 'produit', 'defectueuxnou', 'acheter', 'novembre', 'arriver', 'défaut', 'système', 'rallonger', 'donc', 'utilisable', 'attendre', 'mois', 'afin', 'finalement', 'recevoir', 'nouveau', 'celer', 'appeler', 'maint', 'maint', 'reprise', 'service', 'client', 'aucun', 'aide', 'erreur', 'transporteur', 'payer', 'livraison', 'domicil', 'contactent', 'systématiquement', 'service', 'transport', 'mont', 'étage', 'mensonge', 'process', 'délai', 'dire', 'process', 'attendre', 'recevoir', 'entrep', 'avant', 'renvoyer', 'dit', 'ensuite', 'bout', 'mois', 'délai', 'faire', 'partir', 'priorité', 'jamais', 'cas', 'car', 'fois', 'après', 'confirme', 'impossible', 'déroger', 'process', 'etc', 'recevoir', 'exactement', 'probleme', 'demander', 'renvoyer', 'nouveau', 'auquel', 'cas', 'sembler', 'devoir', 'défaut', 'récurrer', 'simplement', 'renvoyer', 'planch', 'nouveau', 'service', 'client', 'inefficace', 'possible', 'indiquer', 'rien', 'pouvoir', 'faire', 'attendre', 'recevoir', 'renvoyer', 'rembourser', 'impossible', 'transmettre', 'responsable', 'aucun', 'geste', 'commercial', 'certain', 'moment', 'proposer', 'prochain', 'command', 'quel', 'culot', 'raccroche', 'nez', 'tromper', 'fois', 'transporteur', 'quel', 'hont', 'allon', 'apparemment', 'devoir', 'attendre', 'mois', 'récupérer', 'essayer', 'appel', 'email', 'ouverture', 'incident', 'obtenon', 'rien', 'situation', 'juste', 'inadmissible', 'sembler', 'celer', 'habituel', 'ce', 'entreprise', 'mettre', 'jour', 'semaine', 'tardconcerner', 'renvoi', 'récupérer', 'société', 'transport', 'semain', 'dernier', 'appeler', 'service', 'client', 'aujourd', 'hui', 'toujours', 'aussi', 'désagréable', 'donner', 'aucun', 'information', 'quant', 'délai', 'récupérer', 'remboursement', 'transporteur', 'nouveau', 'présenter', 'chez', 'matin', 'récupérer', 'celer', 'montre', 'quel', 'point', 'organisation', 'terrible', 'voici', 'réponse', 'aujourd', 'hui', 'savoir', 'comment', 'gèrent', 'incident', 'reclamation', 'juste', 'halluciner', 'dossier', 'consulter', 'aucun', 'vraie', 'solution', 'apporter', 'aucun', 'compensation', 'proposer', 'bonjour', 'contacton', 'sujet', 'avis', 'trustpilot', 'informon', 'traiter', 'réclamation', 'demander', 'enlèvement', 'fois', 'celui', 'réceptionner', 'informeron', 'avancemer', 'procédure', 'mail', 'cordialement']",0.5220588235294118,2859,1
Je ne recommande pas ce site,"Je ne recommande pas ce site, une date de livraison prévu pour le 2 février, nous sommes le 7 toujours rien, au prix où sont les livraison tachez au moins d’être ponctuel! Personnel, peu aimable et expéditif au téléphoneEn se qui concerne les coordonnés de commande, ouvrez vos mails elles ont été envoyé il y a plus de 10jours Je vous ai payer une livraison pour devoir faire une heure de route en voiture pour récupérer mon colis !","['recommander', 'recommander', 'date', 'livraison', 'prévoir', 'février', 'toujours', 'rien', 'prix', 'livraison', 'tacher', 'moins', 'être', 'ponctuel', 'personnel', 'peu', 'aimable', 'expéditif', 'téléphoneen', 'concerner', 'coordonner', 'command', 'ouvrir', 'mail', 'lui', 'envoyer', 'jour', 'payer', 'livraison', 'devoir', 'faire', 'heure', 'rout', 'voiture', 'récupérer', 'colis']",0.5984375,433,1
Ça fait 3 semaine que j’attend mon…,Ça fait 3 semaine que j’attend mon colis alors que sur le site ils nous vendent du rêve en disant envoi 5 jours ouvrés,"['faire', 'semaine', 'attendre', 'faire', 'semaine', 'attendre', 'colis', 'alors', 'vendre', 'rêv', 'dire', 'envoi', 'jour', 'ouvrer']",0.5,118,1
Meuble pas simple à monter,"Expérience correct mais meuble plus que compliqué à monter ! Il y a 5 vis que je n'ai pas pu mettre et le livre n'est pas des plus clairs, je ne suis pas certaine d'avoir monté correctement mon meuble. Sinon, expérience client, qualité, livraison... tout était ok.","['simple', 'monter', 'expérience', 'correct', 'compliquer', 'monter', 'voir', 'mettre', 'livre', 'clair', 'certain', 'avoir', 'monter', 'correctement', 'sinon', 'expérience', 'client', 'qualité', 'livraison']",0.5635,264,1
Très moyen,Je dirais que le pouf commandé ne ressemble pas au pouf sur la photo. Il a très peu gonflé et n'a pas du tout la forme qu'il aurait dû avoir. Je suis vraiment déçu par mon achat.,"['moyen', 'dirai', 'pouf', 'commander', 'ressembl', 'pouf', 'photo', 'peu', 'gonfler', 'forme', 'avoir', 'vraiment', 'achat']",0.3575,178,1
Le fauteuil est beau mais l’assise est…,"Le fauteuil est beau mais l’assise est décevante.En qq semaines et une utilisation de 1 à 2h00 par jour, un creux se forme déjà au milieu.","['fauteuil', 'beau', 'asseoir', 'fauteuil', 'beau', 'asseoir', 'décevant', 'semaine', 'utilisation', 'jour', 'creux', 'forme', 'déj', 'milieu']",0.55,138,1
La hauteur des tabourets indiquée sur…,"La hauteur des tabourets indiquée sur le site n'est pas la bonne, je me retrouve donc avec des tabourets trop hauts","['hauteur', 'tabouret', 'indiquer', 'hauteur', 'tabouret', 'indiquer', 'bon', 'retrouve', 'donc', 'tabouret', 'trop', 'haut']",0.6975,115,1
Inadmissible,"Inadmissible : sur 5 chaises commandées, 4 sont hyper abimées !!! aucune réponse du service client. Si j'avais voulu des chaises de seconde main, je serais passée par le bon coin.Site à fuir +++","['inadmissible', 'inadmissible', 'commander', 'hyper', 'abimer', 'aucun', 'réponse', 'service', 'client', 'vouloir', 'second', 'main', 'passer', 'bon', 'coin', 'fuir']",0.6185937499999999,194,1
J’adore votre site mais je note des…,J’adore votre site mais je note des dysfonctionnements quand au statuts des stocks et la chatbox n’est pas précise et la personne que j’ai eu au téléphone désagréable,"['ador', 'note', 'adorer', 'note', 'dysfonctionnement', 'quand', 'statut', 'stock', 'chatbox', 'préciser', 'personne', 'téléphoner', 'désagréable']",0.4666666666666667,166,1
Retard de livraison.,"Retard de livraison.Pas d'explication du transporteur, pas de date de date de rdv pour la livraison","['retard', 'livraison', 'retard', 'livraison', 'explication', 'transporteur', 'date', 'date', 'rdv', 'livraison']",0.5,99,1
"Bonjour,","Bonjour,Comme déjà dit suite à mes mails je n'ai jamais reçu cette commande.Je pensais que cela prenait du temps...Comment cela se passe ?","['bonjour', 'bonjour', 'comme', 'déj', 'dire', 'suite', 'mail', 'jamais', 'ce', 'command', 'pensai', 'celer', 'prendre', 'temps', 'comment', 'celer', 'passer']",0.5,138,1
la moitié de la commande n'est pas…,"la moitié de la commande n'est pas encore arrive. Et depuis le 2 février sur le site du livreur c'est écrit: ""dossier non prise en charge, colis manquant "" Mais comme ça fait que 4 jours de ça je n'arrive pas a avoir une réponse de sklum quand c'est plus qu'évident qu'il y a un soucis et que c'est tres peu probable que le colis arrivera dans la situation actuel.","['moitié', 'command', 'moitié', 'command', 'encore', 'arriver', 'depuis', 'février', 'livreur', 'écrire', 'dossier', 'pris', 'charge', 'colis', 'manquant', 'comme', 'faire', 'jour', 'arriver', 'avoir', 'réponse', 'quand', 'évident', 'souci', 'tre', 'peu', 'probable', 'colis', 'arriver', 'situation', 'actuel']",0.517,364,1
Du vol,"Du vol. À la suite d'une commande en ligne, Sklum ne s'est pas assuré de transmettre les informations de livraisons nécessaires aux services de livraison mandatés, qui n'ont ainsi pas pu effectuer la livraison. Une fois le colis retourné, Sklum a décidé que les frais de retour seraient tout de même à ma charge, en les déduisant de mon remboursement. Évidemment, nous ne parlons pas de frais de livraison pour des produits legers, mais bien des meubles. À noter que cela a pris plusieurs mois.","['vol', 'vol', 'suite', 'command', 'ligne', 'assurer', 'transmettre', 'information', 'livraison', 'nécessaire', 'service', 'livraison', 'mandaté', 'ainsi', 'effectuer', 'livraison', 'fois', 'colis', 'retourné', 'décider', 'frais', 'retour', 'charge', 'déduire', 'remboursement', 'évidemment', 'parlon', 'frais', 'livraison', 'produit', 'leger', 'bien', 'noter', 'celer', 'prendre', 'plusieurs', 'mois']",0.5735,494,1
Meuble difficile à monter avec embout…,Meuble difficile à monter avec embout plastique qui ne permet pas à une fixation droite du meuble.... manque de qualité du meuble que je ne recommanderai pas,"['difficile', 'monter', 'embout', 'difficile', 'monter', 'embout', 'plastique', 'permettre', 'fixation', 'droite', 'manqu', 'qualité', 'recommanderai']",0.505,157,1
Mauvais rapport qualité prix,"Livraison compliquée la première fois, l’acheminement et le livreur insatisfaisant.Le meuble est difficile à visser et les trous trop petits.Le tiroir de la panière est tombé au bout de 24h, il va falloir coller car les petits clous prévus à l’effet sont trop fragiles","['mauver', 'rapport', 'qualité', 'prix', 'livraison', 'compliqué', 'premier', 'fois', 'acheminement', 'livreur', 'insatisfaire', 'difficile', 'visser', 'trou', 'trop', 'petit', 'tiroir', 'panièr', 'tomber', 'bout', 'falloir', 'coller', 'car', 'petit', 'clou', 'prévoir', 'effet', 'trop', 'fragile']",0.4410714285714286,268,1
Problèmes de livraison,"J'ai commandé en début décembre, nous sommes début février et je n'ai toujours pas reçu ma commande.","['problème', 'livraison', 'commander', 'début', 'décembre', 'début', 'février', 'toujours', 'command']",0.5,100,1
Je n’ai toujours pas reçu ma commande…,Je n’ai toujours pas reçu ma commande !!!,"['toujours', 'command', 'toujours', 'command']",0.5,41,1
trés en colére,"Après plusieurs échange par mail, suite à mon incident pour dépassement des délais de 14 jours, ce que je comprends tout à fait, je leurs explique que au vu du montant conséquent de ma commande je demande juste un geste commercial style un avoirs ou autre, et bien non zéro conciliation rien, je trouve ça plus que limite voir irrespectueux au prés des clients.","['trer', 'colér', 'après', 'plusieurs', 'échange', 'mail', 'suite', 'incident', 'dépassemer', 'délai', 'jour', 'comprend', 'faire', 'leur', 'expliquer', 'montant', 'conséquent', 'commande', 'demande', 'juste', 'geste', 'commercial', 'style', 'avoir', 'autre', 'bien', 'zéro', 'conciliation', 'rien', 'trouver', 'limite', 'voir', 'irrespectueux', 'prer', 'client']",0.53,361,1
Balançoire à joli cordage,Balançoire à joli cordage couleur très nature mais après une semaine l assise glissait et les nœuds sous l assise n étaient pas assez large.Dommage car joli Balançoire mais pas mal conçu. J ai glissé des perles en bois pour que l assise ne glissé pas.,"['balan', 'oir', 'joli', 'cordage', 'balan', 'oir', 'joli', 'cordage', 'couleur', 'nature', 'après', 'semaine', 'asseoir', 'glisser', 'uds', 'sou', 'assise', 'assez', 'large', 'dommage', 'car', 'joli', 'balan', 'oire', 'mal', 'con', 'glisser', 'perle', 'boi', 'asseoir', 'glisser']",0.6421428571428571,251,1
"Produit bien, livraison tardive",Le produit est très bien. La livraison a été très compliquée. Je ne pouvais pas retrouver mon colis sur le site avec le code et donc ne pouvais pas renseigner les informations pour mon absence. Résultat le colis est arrivé avec plus de 2 semaines de retard.,"['bien', 'livraison', 'tardif', 'bien', 'livraison', 'compliqué', 'pouvoir', 'retrouver', 'colis', 'code', 'donc', 'pouvoir', 'renseigner', 'information', 'absenc', 'résultat', 'coli', 'arriver', 'semaine', 'retard']",0.43125,257,1
Miroir de qualité médiocre,"Le miroir commandé présente des défauts, le cadre n'est pas aligné avec le contour du miroir ( grand espace par endroit et contact dans l'autres zones)","['miroir', 'qualité', 'médiocre', 'miroir', 'commander', 'présent', 'défaut', 'cadre', 'aligner', 'contour', 'miroir', 'grand', 'espace', 'endroit', 'contact', 'autre', 'zone']",0.5533333333333333,151,1
Je n’ai pas reçu ma commande,"Je n’ai pas reçu ma commande, impossible de contacter le livreur","['command', 'command', 'impossible', 'contacter', 'livreur']",0.25,64,1
Reçu avec des parties abimés et erronées,Reçu avec des parties abimés La documentation de montage pas claireErreur dans les pièces : nous avons du faire des trous qui manquaient pour permettre le pivot des portes,"['party', 'abimé', 'erroner', 'party', 'abimé', 'documentation', 'montage', 'claireerreur', 'pièce', 'faire', 'trou', 'manquer', 'permettre', 'pivot', 'porte']",0.5,171,1
J’ai passé commande le 27 décembre,"J’ai passé commande le 27 décembre, à ce jour ma commande n’a toujours pas etait envoyer. Je ne l’ai toujours pas reçu sachant que j’ai déjà était prélevé.","['passer', 'command', 'décembre', 'passer', 'command', 'décembre', 'jour', 'command', 'toujours', 'eter', 'envoyer', 'toujours', 'savoir', 'déj', 'prélevé']",0.4,155,1
Les tabourets sont arrivés endommagés,Les tabourets sont arrivés endommagés La démarche pour le renvoi/ l’échange est compliquée Je les ai gardé en l’état mais je n’irais plus sur ce site. Qualité médiocre,"['tabouret', 'arriver', 'endommager', 'tabouret', 'arriver', 'endommagé', 'démarch', 'renvoi', 'échange', 'compliqué', 'garder', 'état', 'irai', 'qualité', 'médiocre']",0.4625,167,1
Attention pas du tout pareil que sur…,Attention pas du tout pareil que sur l’imagine …. Beaucoup moins solide avec beaucoup de défaut niveau peinture …. Et bien sûr le service sav vous répond que c'est mentionné veulent faire aucun effort sur une remise ou autre …. Et si ça nous vous convient pas bien sûr retour à vos frais ! Plus jamais je ne commanderais chez eux mauvaise expérience et j’aurai dû écouter les avis d’avant ! Beaucoup beaucoup trop cher pour ce que c’est ..,"['attention', 'pareil', 'attention', 'pareil', 'imagine', 'beaucoup', 'moins', 'solide', 'beaucoup', 'défaut', 'niveau', 'peintur', 'bien', 'service', 'sav', 'répondre', 'mentionner', 'vouloir', 'faire', 'aucun', 'effort', 'remettre', 'autre', 'convient', 'bien', 'retour', 'frais', 'jamais', 'commanderai', 'chez', 'mauvais', 'expérience', 'écouter', 'avis', 'avant', 'beaucoup', 'beaucoup', 'trop', 'cher']",0.5284166666666666,439,1
En soit c’est pas l’achat qui a été…,En soit c’est pas l’achat qui a été mauvais c’est la livraison. Disponibilité que du lundi au vendredi de 9h à 17h. C’est bien quand on travaille toute la semaine.,"['achat', 'achat', 'mauver', 'livraison', 'disponibilité', 'lundi', 'vendredi', 'bien', 'quand', 'travailler', 'tout', 'semaine']",0.4183333333333333,163,1
Colis non reçu,J'ai commandé un produit le 07/01/24 et à ce jour je n'ai toujours pas reçu mon colis. Ca fait déjà 1 mois.,"['colis', 'commander', 'jour', 'toujours', 'colis', 'faire', 'déj', 'mois']",0.5,107,1
M'envoyer une enquête de satisfaction c'est osé !,"M'envoyer une enquête de satisfaction alors que je ne suis pas livré, que le lien de suivi de la livraison n'affiche rien, que l'on ne peut prendre contact avec personne, c'est oser prendre un risque avec moi.Donc pour le moment je ne peux pas être satisfait !","['envoyer', 'enquête', 'satisfaction', 'oser', 'envoyer', 'enquête', 'satisfaction', 'alors', 'livrer', 'lien', 'suivre', 'livraison', 'affich', 'rien', 'pouvoir', 'prendre', 'contact', 'personn', 'oser', 'prendre', 'risque', 'donc', 'moment', 'peux', 'être', 'satisfait']",0.6875,260,1
Miroir livré avec un défaut sur la…,Miroir livré avec un défaut sur la glace ...,"['miroir', 'livrer', 'défaut', 'miroir', 'livrer', 'défaut', 'glace']",0.5,44,1
